00000022    39 EEDABBACACEADAAEEACBADDEDADEDCDBABDDEDDEBDCEEABEEABBDACBDABEAABEACCDDADEDCEACAAE
00000023    40 DEEBBDCAAABAAABDEBABEDEDCBDBCCCBCEDDCEDCBACECABEAEECECCABCBAADACACECABBEEDBCACBD
00000024    39 EEAADABCACCAABBBDBADAAADCABEECCBDEEDDBEEBCBEEABEBAEAEACEECBCACBCABECECDDCAABDAEE
00000025    32 AAEDDDCCACDAAABBABABBEBDDDAECEEADBDCCBAAACAEDBBCDBEBDACEECBCBCBADEBDBDBDDDDEDABC
00000026    39 EEECCEEDDCDAAADBCDCEBBBDEBDDABBBDDADBDDABEDEAABEDAEBDADABABACDECDACABCDBDACCACBD
00000027    46 EEECEAECEBDAAAEBDAADBEBDDBAADCDBDEDDBBBCBECEAEBEBAEBACCCBCCEABBBBCCCABEABBCCCEBE
00000028    15 EBABCDBACDAEDADBBBBEDEBECBEADDCEEDEBDCCAEADBCABEADDADBEAACADBEEEDEAECECACBBDABBB
00000029    37 BAEAEDECBACAAABBABEBAABBDBDBADDADDDADDEABECEBABECEEBDECCBEBABBDBBDEAACCDEEDCCCEA
00000030    21 EEEADBCABBDCDABBEEEDEEBAEDCEDECCACCDACBADEECADDDBECEDAACCDEABEBDCEDEEADBEECBBACB
00000031    38 EDBAEABCEBDADCCBCBBBCECDDAECEDEADBDDCACBBCDDACBEBEEBEAEABCBEACDBECACECDACBBDCADB
00000032    24 AEEAEECCECDABACBBBABDEBEEDEBCADAEEADDDACAABBBABCACEDBBCACECCCEAABCEBAACEEBDEBADA
00000033    27 BEBADDCCBEADDAEBEBBCBAADCEBECBABADDBDCCBCEAACBBBBAEBBBCDCCBDDCCDDCADBADDEDCCDCDC
00000034    44 EEDAAECCBABAAEACEBCDBECDABEAEEABABEBEBBBBECEAABEBAEBEACABCBCACDABCDCADBDBBDCDABE
00000035    54 EAEAEECCAAAACABBEDABBECDDEBCECDBCBDABADEBECEAABEBAEBAACABCBADDCBECCDDEDBBDEACBAE
00000036    42 ECECECACBEAAEABCEBABBBBDCDDEACACDBCBBEAEBACEDABEBADBCACABCBADADCBDDACCBCBEACCEAB
00000037    32 EECEADDCBBCAABBBACCCBECDCEDEACCEDBDBDDDEAACBADACBECBCACACDBCABECAAAAEBDAABDAAAEB
00000038    45 DAEAADBCABDAAEABEDBECEEDDBDCBBCBDBECAEDEBECEAABEBAEADACABCBDABCCCCEEDBADBBACDBAD
00000039    52 EAEBECCCDBDAAAABEBABAACDEBDCCDDEDADABCDBCECEAABEBAEBDACAECBAABBCEBCEDDDDDBEACABE
00000040    38 BEEAEDEDADDAACBCDBAEDEBDEBCAEBADCBBBDADCBCEEAAAEBCEADBCCDCBAABEDECABDCBEEDBADBEC
00000041    42 EAEDBDBCCBADAADDEBACDADCEDBECCBBDBADDCDEBECEECBEBAEBDACBBCBAECBCBBEDABCBDADCBCBE
00000042    31 ABCAECACAECACAEBBBEEBCEEEABEDCABACDADDDDBECBADAEEEDBEACCBCBABDDDDDCADABEDDBAACDC
00000043    31 EEEEDDDAEBADADDCEDABACCBBBCCCCDEDCEABDCAABBDCABEBAEBEACABCBEAEBDCDABDAEDDBBDDECD
00000044    36 EAEAADAEDCDDAAABEBCCBDBCDACEBCACDCADDEDEBECAAABCBAECDECADABADBAADCBCCDACECEAADEA
00000045    38 CACAEBACABDAACBDEDABAECDABBDBACADBDBCEDEADCBAABEBAECBACADCBCDEBABECBBDCDADECDAEA
00000046    36 AEEBCDDCEBDAACBBEBAEDDAACCEEECEEDBDADEBABECCAABEBBEBBBCBBCBCAACDDADBCBAADCDEDBDC
00000047    36 EBECADCCABDAAAABAEBBABCAEBEEAAABDCDEDEBEAECEAABEABEEEACEBCAECEAECCEBEDBDAECBBECA
00000048    36 DEEAEDCCEEEADAEEABBABEABABCCDAAEABDDDCBABCCEAABEBEDBCDACBCBACABCABBBEDBDADBCCECE
00000049    40 DEEDDCDDCADAADCBDBACCACDEBAEDBBAABDDABDDAEEEAABEBAEBBBCABCBBAADCCBAACABACADDCCBE
00000050    41 AEEBEDACABDAACBEEEADBEECEBDDBCBCDBBEEEBDBEEEAAEEEAEBDACACCBCACAAEDCCEDAAEEEEBCAA
00000051    41 EEDAEDCDABBAAABBABABDCECCBACBCABDEABCDBEBDCDDDBEBDECDEAABBBAABACCDCCDCABBBACABBD
00000052    66 EEEAEDCCABDABABCEBABAECAEBABEACBDDDDDBEABECEAABEBAEBDACABCBAAADCECCBDEEDBAECCDBE
00000053    40 CEEDEDBBADBAAAABBADCBEDEEAAEEDADDBDBDADBBECEAABEBAEBCECABCBDDDECAAADBBCBCDEACBED
00000054    39 EAEACDCCAADAAEBDEBABEEEDCBAECAEBEEDDADDDBACEEABEBADBCBCEEEAAEEDCCCBBEEBAADEEBACE
00000055    42 CBEBEDCCEBDACDDBEBABDDABEDDECEECDAECDEDEBEACAABEBAEBDCCADCBDEEDDCCEEEBCDCBECCABD
00000056    38 DEEDAACCEEDAABDBEBAEBEAEDBACECCBADDBDEDCEECECABEBAEEDACABDBECCABEEBBDDECECABECAD
00000057    48 ABEABDCCABCAAAABEBABBECBEBBDEEDBACABDADCACCECABEBAEBDACABCBAABADBADCCEADCCBCEEAE
00000058    60 EEBBEDDCABDADADBABABBEDDECDEBBDECBDDEADABECEAABEBAEBDACABCBCCDDCECCCDCBABAECCDBB
00000059    35 BCAEEDDCBCDACABEDAADCEBDEBDADDBBCCEAEADEBECECABEEAEBDDEABCBCDDCBCCBCEACDEDBABEEB
00000060    63 EEEEEDCCDBDABABDEBAEBECDEBBEECDBDBCEDABEBECEAABEBAEBAACABCAADAECCCCDACEDBAECCEBE
00000061    21 EEBECDCECBEACCADCEDECBBCCDEBBAEAEBDABABCCAEDDABBDADADACABCAAABBAABDBCBDBADBDCAAD
00000062    29 BEEADECAACEABEBABBAEDECAEEBECADCCCBDEAEEBACECCDEAAEADDCAEEBDDEABBECDEBDAABAEADCB
00000063    31 EABBEDDCCDBAABABABDABACAEBDEECDEABCCACADBECACAEAEAABDCCBBCBBBBBBDCBDABCEEDDCABAB
00000064    28 EEEAAEEBEBCADAEBBACDCECBABCEEBBBEBDBCADDABCDDBCECBEBABDABABEDADEDAEECADBABCCAEDB
00000065    40 EBADECDCBDEAACBEEBEBCABDDEDBECEBDDEADBECBECEAABEBABBEACADABCCADBDCEEDBECAAECCCDD
00000066    44 DEEAADBDAEAACABBDBABEECEDADEDDABDBDDDABEBEDECABEBAECDDBABCBAABADECBDBBCDECBBCCDB
00000067    30 EEDEBACADAAAAABBDBDAACBDEEDDBDEEDDDDBECECEEEBEBEBADDDCCCBCBABBBCEEDAAAABDEBBEBAC
00000068    24 BEEABBCAACBAEEEBBAABDBCADDBABABAEDDCADDEBDCCDEBEBEBBACEBBEBADEEAABDCABCDDBABAADC
00000069    38 EEBCAADDEBDAADBAABBBEBEDECBCBCCCDBEDAADCACCEAABEBAEBBACABCBAECAEABDEDAACAAEDCBCB
00000070    40 EAEAEDACABCADABBECCBBAAEBBCBCCECBADBAEDEBEBEECBEBCEBAACAEDBABAEDDDACDCBACCEBAABE
00000071    21 ADCEDBCDAEEEAAEBDAEBBBADEABBBAADBEBBACDBBEEAAADABABCADCABBBDDBAAABBBEEBDDBBBAECC
00000072    36 EEEAACCCAADDABBDEBCDEECCABEEABACAAEDCCDADABAAABBBAEBDEEABCBACDACACADBCCCABBCCACA
00000073    43 AAEDEDBCAADAAAEBBBABBACDEBDEEEAEDEBDDCAABBCEAABEBDEBDACABCBBDEDDEADAEDDEDEDAECAD
00000074    33 DDEAEDECDCDAADDDDDAAADCBDEAAEBDADAEDADEEBECAADBEEDEBDACAECDACAECDCEDCECEDEDEBBBC
00000075    36 EEEBADACACCBABBEEBBBCECAEBDDADBBDDCBDBABBBCEAABECAEBCACACABEEDAAEBDAABAEBDCBEEDE
00000076    47 EAECEDBCABBAAAEBDBAABBEDDBBAEBDBDCBEEBDDBDCEAABEBACBDDABBCBADCDCEDCCBCDDAACCCCBA
00000077    35 BACBDDCEDDBAECEABBAEBDCEABDBAEEBDBDEDBCDBDEEEABEBABBCCCABCBAADBCCDECDCDAAACBECBD
00000078    27 BBEABDBCCCDAEEBBEAABBECDBBEDEDADDBEBADCCDACAEACABAEDBDCAAEDEDDAEBAEDCACCAEBEDDDC
00000079    40 EBEAADCCAAEABADBEBEAEEEDEDAACBECCBDDDDBDBEEBAABEBAEBBABABCBBAECCADEAEACBCAEBADBC
00000080    32 ECDCECABABCAAABCACBBBEBDCEBAECEBABDDBDEEDEDECBAEBEEBBBCABCBCEEAAAEDEDBAADCEEEBCA
00000081    29 DECAEECBCBCAAABBEBABBBDABDDABCEBCCDAEABCDDBAAADEBECBEBABDCBACBEEAEDDEEAAADDDCECC
00000082    38 EBEAAECCBEDEBABBBCAEDEDCDAEDCCBBECBCDBDABACECABEEAEBDBACCCBAAAECAADCACCDDCEECCBE
00000083    46 EEEAADCCCBDABAABDABDDECBCBDDBADBDADDECDDBECEDABEBACBDACABCBBABBDAEECCACDDCCCCEBE
00000084    55 CEEACDCCABDAAACEEBABEECDABADCBCADCDDECDBBEBEAABEBAEBDACABCBABBACCCACEDEDBAECCBBE
00000085    37 BABACDCCACDBEDBAADCEBAECCCDABDDBDBAEDBCBBECEAABADAABEAEABCBAAACAEDAEACECCCDCCCDE
00000086    39 ECEAEBBCBBDBABCBEAABDCCBEEDEDBACDADCDDBDBACCAABEBADBDADABCBABBDDDBCBEAAEEABECBAC
00000087    46 ABEAEEECABDAABBEBBBBEACCCBDEEBDEEBADDAACBEEEEEBEBAEBDACEBCCACADEECCCDDBDCDAAEDED
00000088    38 BEEBCACAABCBEACBEBDDBEBCCBECECAEADBADBBDBADEAABEBAEBDACABBBAABECDCBDBEEDCCBDEDAC
00000089    35 CEEAEBECAADABABBACCCBDBDCEBACCEDDCEDAEDCECDEDABEEAEBBECABCBBECAEBCCBBDBBDDEBCDEE
00000090    37 EEEADADEDBAAABABCBABCEDACDDEDCBCEBDEEAAACBCCAABBBAEEDABABCBCADDBAECCECCAABCABDCD
00000091    56 EEEAADDCABDAAABAEAAEBDAAEDDAEBCCDBDDDACEBECEAABEAAEBDACABCBAABDDCCCDDCEACBBCEDBE
00000092    37 EEAAAACCEBABABDAEDABBECBAEDAEDCBDBCCDCEBBCCBACBEAAEBAACACCBAAEBADCBEBBBDCEACDECD
00000093    36 ACAEAEDCDBEABEDBBBADBCADEAAEDABBDBDADCBCBAADEABBBAEBEACBBABAACEEECDADCDECCBDCDBE
00000094    27 BACABECBACDDBEBDEBDBAACDCBAEBEACDCCDCBEEEAEBCAEECAEBADCACCBABBCDDCEDEEADADCDACCD
00000095    45 EAAEEDCCDBDACACBEBACECBBEBDAEBEBDDEAAABEBEEEAABEABEDDACABCBABBACBABADEEEBCECACBE
00000096    33 EECABAECCBDAAABDEBADBEDBDBAABBDEAECABEDAEECEDABEDAAEEDCABCBABAEEBCDEBAACDECEDBCA
00000097    51 CEDAEDCBDDDAAADBBBADECCBEDDEAADADDDDDDDCBECECABECAEBDACABCBABBDCDCCBDCDDCABCADBA
00000098    55 EEDCBDCCADDAAABBEBABBBBAACDEECEBDBDDDDEABECEAAEEBAEBDACABCBAACDCEDEBCEBDBEADCDBD
00000099    47 EEBDDDBBABAAAAEBEBABBCCDDADEEADCBDDEBCDABEEEAABEBAEDDCCABABABADCDCCDDBEECABEBCBC
00000100    51 AEEADDECADDAAAADCAABBEEBEDDECADCEBCCDADABECEAABEBAEBBACACCBADDDAADACDCEDDACCCABE
00000101    39 CBEDECCEAEAAEAAEEBEBBDCCADEEBDEBDAEDCBCEBBCECABEBAECDECABEBAACADBCCEDEBEAACCCABB
00000102    39 ECDEADDDBAEAAABCCBEDABAAEEDEEABBCDEDDAEEBDEEAABEBACBCACABEBCBCDCDDCDABCDBCBBCDBE
00000103    30 EABCEBECBBCDECBBEBAECAABDBCABECBDDCACCAAAACEEABAEAEBDACACBBEAACDBCCCAADAABDACBEC
00000104    42 EEEAABCCBBDAABBBECAEBECDEADDECCBCABDCADBAECDAEBECAECCACABCBBCBBCBCBEBBADDBCEBBCC
00000105    35 EECAADECDBEAACDADBEDDAADDBBDACABDADBDEBDBBDBDABEBAEBBBCCCCBAADDECADCABACDDACCDBA
00000106    37 AEEACDCCEDDAAADBEADBDECCDEAEBCEBCBEBACDBBEDABEBEBABADACAEDBAADEDBEAEEBDBBCACBEBE
00000107    35 EAAADBDCEEDAAAABEBCDCEABEDEEACBDDBDDEEDBEEBEEBBCBCEBBBCAACBAEDEDCAAACDECCBCECDBE
00000108    55 EEEBECACEBDAAEDBBCABABDACBEEECDBDBEDBADCBECEAABEBAEBDACABCBBAADCECCABCCEBBCCCDBB
00000109    42 EEEAEDACDEDAEACBEBABCEEABBBEEBCEDABACDAEBECEBABEBAEBDDCBBCBEADDAAADEEBAEBCABCBBD
00000110    42 EBDABDECAEDABAAAEDAABEEABBBABCDCCBDCCAEEEECEAAEEEAEBDACABBEAABBCBDBABDCEBAEECBBE
00000111    41 EAEABDCEABDAAADBABCBDDEDEEDABCDDDBDCBBCDBECEEABEBAEACACABBBEDBBCADDBADCAACDCCCEE
00000112    35 DEBCDBCCADAAAAABDBDDEEBDEBBDBEEDCBEBDDDAACCEDEEEDABBDACABDBAACCDEEDCDBEDEDACACDD
00000113    35 BEADEDCCABDADBBBACBBBABCEEEAECDECABDDEDBADABAABEEACBCECBBCBAABCBECDDEABAEBBAEBBC
00000114    46 BEEAEDCCACDABABDECCBBBEABBDDCDCDABDADBDDBDCEAABEBABADACCDCBAEEBCACECDCDDBCBAEDBE
00000115    23 EEEAACDDADEABBCDDEAABCBBBBAEABAADECDBDADBEECEACDBAEACAAABCEEECABACBABECBAEDAEBAA
00000116    41 CDECDDDDBEDAAABBBCABBACADEDEACCADBDBDBDDBECEBAEEBADAAACABBAADEADCCBCECBDECBCCDBB
00000117    44 EAECEACCACBAADEAEBCEEEABEACEECDDDBBCADDBCBBAAABEBCCBDBCCACBCABBCECCCDDADBAECCBBE
00000118    43 AEEBDACCCADAAEBDABADEEDABAEEECACDBEAACDEBEBEAABEBAABCACABCBDCBDDBCBCDECDDCCCBDBE
00000119    52 EEDAEDCCDBDEAABBEEABCEEDEBEACDEBDBDEDBEEBECECBBEBEEBDACEBCBBABEDDCDBDCBDBAEACDBB
00000120    50 DEEAECACEBAAAACBCAACBEEEEAAACADBCBCBDBDBBECCAABEBAEBCACABCBAAADCEBDCDCADBDEDCACE
00000121    39 EAECBDEDABAAAADBEEABDEEEECDEBAECDBDDACDDBECEBAEEAAEBBACADCCAEBBBBCADECBDACBCABEB
00000122    49 EEABEECCABBCBBEDDEEBBACDDCDEEECACBDDDCDEBCCEAABEBAEBAACBBABCAADCECCBECADCBACCDBE
00000123    35 DDEAABDCDBBAEABBCBCBBEEACBBACBAEDBDDDEDACEEEEABEBAEBABBABCCCCBACBEAEBDEDADBCDCAD
00000124    26 EDCEABCCABABABDEADAEEACDCBDACBDEDCDDDBBEEBCBCAEABCEBCBDACABBCCABCAECBDDAECBDDABB
00000125    23 EDBDBECECDEEDACAECEBBECAEABCBBBEDADAADCBBACDCACEBDEBDECACCDAEECEDBEAEEACCBDEACCA
00000126    44 ECDAEBCCADDABAEBCBAEBBEBACEEECECCDEDDEDDBECEAABEBAEBBACABCEEBCDCEADCDBEEABAACBBC
00000127    48 CEEEEDCCACDAEACCBDABDECACBBCDCDBEBDDADDBAECEDACEBAEBDACABCBAACDBECCECCEDEBCAEDCA
00000128    44 AEADECCCACDAABBAEEAECADBDCEAECBBEAADDADABECECABEBACBEACABCBAACDBEADCDAAEBCCCCCBB
00000129    35 EEECABECAADAACCCEBBBBECEEDBCECABBAECAAEBBDAECABEBEABDDCABCBBEAAEBCBEABDEDEDDBBBC
00000130    37 DDEAEAEECEDACBDDEDABEBCDEBDEEBEBEBDDDDEBBCEBAABEBAEBBACABCDADDADEDACBDBADCDABEDD
00000131    37 EEBADACBABDABADDEBACADCDEABDBCBBCBCEECCEBECEBEBEBAEBDACBBEDCDDDEEEDDEBAAEBBDADBA
00000132    37 CBEDDCCCCBDAAAAAEBABBEEDDCBBAAACDBDDEECDCECEAABEBAECBAEABCBEDDDBAADEBEDDEBCDCCEC
00000133    42 DEBAEDCDEBAAACBBEBBCECACEBDEBBDACBDDDAEEBEABAABEBCEBEBCABCBAACDDCDAAABBAACCCEEBA
00000134    33 EDDAECCDADAACABBBBABCEAEEADCDBABEADAEADCBDEECABEDADBCBCDDEBCCEDBEABAADCDDCCCCBCC
00000135    51 EEEAEDACCDDACDABBCCBBEDDEAAEAADBDDEDDADBBECEAABEBAEBDCCABCBBDDACDCCBDCDDDBCCCEBE
00000136    50 EEEAEDDCEBAAAABCCBAABECEEBDEBADBABBDDCCCBDBEAACEBAEBDACABCBAEDABAAECDCAAAABCCBBD
00000137    52 EBCAEAEAAADAAABBECAEBEBEBEDDDADDEBDDDCDEBECEAABEBAEEDACABCBAADDBECADDCECABECCBBC
00000138    31 CEEADBEACBDAADBEECBAABCCEAAECCDAABEEABCDBDCEAABEAEEBDCCEABBADECEECBDBEAEADDCDACD
00000139    33 EABCDBCEACDBEAABBBAEBDDCCBDEECACBBDCDEEEBDAEDABEBAABDEEABCBDACDBBBABADAACBCDBCEC
00000140    36 EEEBCDCCCDDEAACBEBABDDBDDBAACBABDBDBADDABBBEEABECAEBABEEDCBAEBCBADDABDDBBEEEEEBE
00000141    45 EEDEEECCABDEAAEEEBADBECCEBDEDCCBCBDBCDBABECEAACEBAEBDACDBCBAADCCBEBBEACCDEEBECCB
00000142    36 EBEABBCDABACCABBEEAEAEDBCBADBDDEEADAEDDEBAAEBABEBAEBDCCABCBADCCBBCDEBDBDDBCDCCAD
00000143    33 EEBABECCABDCEACBACDECDECEBBAEADBBDCEBCBDBABEAABEBBEEEACABCEAAEBEDCBDAEBBBBAAABBD
00000144    29 EEECECCCBDEADACEBEEEBDCEEBDCEACDDBEABADACEDABBBEAACBCCCEBCBDEBBBEEACEBDADBDADEED
00000145    45 EAEAEDDCACDAADABDAACBEACABEBEAABBADABADCBECEEEBECAEBDACABCBEAECCBEECDBADBEACCEBC
00000146    47 AEEADBECABDACEEBEBAACEBBECBEEACBDBDDDACEBECEAABEAAECDACABCBEABEDCCEDDECECEDCDDBD
00000147    29 EABEEDCEAADAACDBBCBDECADBBEDDEDDEEDCCBDDBEEECDBEEAEBCACEADBACCBEDBAACCADAEAACEDD
00000148    46 EEBAEDCAEBDADAABCCAABBCEEBCBCEADDDDDDABCBEEAAAEEBAEBDBCABCBACDDBDEADDEADBCECCBBE
00000149    32 CEEDEDCDDEDACACAEDCBDADAAEBEBDCCABCDACBEEEEBCABAAACBECCABBBDABBEECCBBDBDAAEACDAC
00000150    32 ECEBBACCAEBBEABAEBAEBECDBCACEAEAABCDCCDEBADEDBBEBAABCACDBCDDCBCBBBEACDADBCAAECCC
00000151    48 DEEEEDCCABDAABBACBABBACDCBCEBADDCEADAABDBDCEBABEBAEBDACABCBACDDCACAECBEBCECCCEBB
00000152    37 EEEAEADCABDAAABCDBBCADBDECAEADBEEEADBAECDADEAABEBAEBEBCADCBEDAECABBBDEBBCEDCABDE
00000153    31 EEEBAECCEBDEAACCEAACADEDEBCBABADCADCEEBCCDCBAEBEEDEBDACCDCAABEBCCEACDDCBAEEBBCBD
00000154    37 EEEADDCCECEAAAABEADCBDCBCADDDEAEBEDDDCAABECEAABEBAECAACCECBDCEADACBCBBDCEABEAEAE
00000155    49 BEDAEDCCABAAEABAEBAEBABAEBDEDCEEABEDDCDEBECEAABEBAEBDACABCBDDCBCDCBACABDDABABEBD
00000156    43 EEECECDBABEAAEBDECBBBECBBCBCEADADBDDDECBBEAEAABEBAEBCACABCBEEABACCEEACDDDDEBECDB
00000157    36 CEBAEDCDAADBCAAAEBDEBDCBECEDCCDBBADCACBEBDCAAABEBACBABCEBBBEADECADCCBABADDACCBCA
00000158    18 BEEAAECCECDCCBAAEACCDCBBDDCDACCCEDEDDDDEDCABEEBDECABAAEAEEDADBCBAABACCDCDDAABCDC
00000159    30 CBEADBCCAEABAACBABABBECAABABBDBCDDAEDEABAEBBDBBEBADAECCABEBACCBCADEAEEBDCCCBBABC
00000160    44 ECEAEEACAEAAAACBBBAABEDCEBDCBDDBBBDDDBBECDBCAABEBAEADACABCBAEEBDDCDCEEBBEABCCAAB
00000161    32 EDECDEACDABDDABBADAEBEBEBDAEDCBBEAEDDECEDEBEAABEAAEBBACADCBAECEEBDBEBDECECDEAABA
00000162    39 EBBDEBCADCDAEABDECABBACBBBDAECDDDBDEDACDBADEBABEDAEBEACAACBACADEDBAACEDECEBCDCCB
00000163    54 BCCBCDCCAADAAABBEBABBECDECEEDCEBBCDCDADEBECEAABEBAEBDACAAEBAABABBCADDCEDCADCBEBB
00000164    30 AEEDEDACEBEBACDDCBABBEDAAEDCAEAADAAEBCCDBEDEAEBCBDEBCACABCEBBBEBDDDCBABBABEACBDB
00000165    33 EDEEEDCCBDDAAAAACDABBBBECEDBEEEEACABDACCBEAAAABEBAEBAAEABCBDDBEDCDCDEEBCCCAEABCB
00000166    40 EEEBBBACABBACACCCEADBEDCEAECECBBDACCEAEEBBCBAABEBAEBEACABCBECDDAECDBEBBDDCCCCCAB
00000167    35 EBAAEDADEBBADAEBCDAEAEEEEBCEDACBDBDDACACBBCEACBABDEBDBCABCBEEBCBDDEDABBDABBCECBB
00000168    41 CDDDCECCCBDAAAEBEBABBACCBCDCECBADCDEDACBBEBEBABEAEDBDAEABEBBECACECCEECAEBCCCCAAD
00000169    30 EEEEEACDACECACDAEBAACBEDECCCDBAADCDCDADEDECEBABEEBDBDCCEDBBBDCBEBBCEEDCAABDCEBEC
00000170    40 EAEBCCCCCBBAAECBDBDBACCEEBCEDDCADEDDAEDCBECDAACBBBEBCACABDBAABCEECCBBBCDADEACEBB
00000171    24 AEEABDAEBACADAEEEEBDABDDEAABACAADEADDCCDBBEEBBEEAAEEDAACBDBCCDAEECEABAACECBEECCB
00000172    43 EEEAECDCCBDDABBBEBACBBCBEADECCDEDBCBBBDEBBEEAAAECDBBDEDABCBDADECDDCCDACABECCEEDD
00000173    49 ECCDEEBCAADBAABAEBADBDCBEDAEEEDBBBBDDBDABECEAABEBAEBDBCABCBAACDCCCBCABBDCBDCCBDD
00000174    34 EEAABECCADDADDABEADDEECEBADACCCCDBDDECCEBEBEBABEBACBEECACCDADAEAAEDBBABACAAAECDD
00000175    32 DCAAEBCACBAAAAEBABCBAACBCBBBBAECABEEDBDCBCDEEABCBAEBEAAABCBBDAADCCADEBCBEAAADBAE
00000176    30 EBAECDCCCADAEDCECBDBADEDDBCBBBDCECDBDBCDBBCEDABDDAEBCACABCBECABAAEECCEDBECBECACA
00000177    50 BEEEEADBCCDADABBEBACDACDCBCECCABDDCBDEDEBECEAABEBABBBACABCBBAEBCECBCCCACCABCCDBE
00000178    25 BEEAEECEAEBCAEABCBCBBBEBDABCECBDBCDDBCBBCCEEBEBEADEEAEEABACABEBCCCBEEABACDCABCBD
00000179    35 ECCDDACCDDDCAABBEBDDDCCDEBCEEDAEDECAEACEBEBEEAAEAAEBCECBCABAECEECCACDCDCACBBDBBA
00000180    26 CECBCDCBDAEEDEBAEEACCEAAECBDAECEACDEADDEBACBDABEBAEBDAEDABEACABACDCEEABCDBDCDBDA
00000181    40 EEEEEBDCADDBDABCEBCBBEACEAEBDCDCABBBDEEABACEAABEBAEBCCCCBACAACCCDCADECBDDDCCACAE
00000182    45 EBDADCDCABDAAABBABABBBBBDDBAEDDBCDDCBCAEBECEEABEBAEBDACABCCDDDDDADBCDAEDDAEEDABD
00000183    26 DACBBDCBDBCAADBAEEABDBAAEABCECBEEDABCCBDBBCECEEABAEBDACABBACDEEDCCADBBEBDCCBEEAA
00000184    46 EDEBDCCECEDABBBBDDABBBCDEDDECEDDCCDCCDBBBECEAABEBDEDDECABCBAAADCECDBDADDAABCCBBB
00000185    36 ECEAADEACCDAEBBBEBBBAEBAEDAECEDAEBDBCDAABECEEEBEAAEBCAEABCBCABDECBEADBCDDACBABCA
00000186    49 EEEAAACCCBDAAECEEBACBACBECADBCBDDEDDBADEBECEAABEBAABDACABCEACACDECEDDACEDCCCCDBD
00000187    54 EEDAEBCEABEAAABEECABBEEDABAADEDADCDDDDECBECEDABEBAEBDACABCBAAEBCBCCDDCDDCAACADBE
00000188    43 EDAADDCCACDAAABDABACDACDEBCADCEBACDCDBAEAEBECABEBBEBDACBBCDAACBBCCCEDDBDBEBECAAD
